dgx03,1786004322.824919000,P0, 0, 2405, 14.29, [N/A]
dgx03,1786004324.857062507,P0, 0, 2405, 14.24, [N/A]
dgx03,1786004326.885334808,P0, 0, 2405, 14.21, [N/A]
dgx03,1786004328.917782507,P0, 0, 2405, 14.19, [N/A]
dgx03,1786004330.944947009,P0, 0, 2405, 14.15, [N/A]
dgx03,1786004332.975070433,P0, 0, 2405, 14.14, [N/A]
dgx03,1786004335.006464580,P0, 0, 2405, 14.11, [N/A]
dgx03,1786004337.034517649,P0, 0, 2405, 14.07, [N/A]
dgx03,1786004339.066671459,P0, 0, 2405, 14.01, [N/A]
dgx03,1786004341.098167090,P0, 0, 2405, 14.00, [N/A]
dgx03,1786004343.124950064,P0, 0, 2405, 13.94, [N/A]
dgx03,1786004345.153575982,P0, 0, 2405, 13.91, [N/A]
dgx03,1786004347.183201809,P0, 0, 2405, 13.94, [N/A]
dgx03,1786004349.215672831,P0, 0, 2405, 13.88, [N/A]
dgx03,1786004351.247259946,P0, 0, 2405, 13.93, [N/A]
dgx03,1786004353.277975346,P0, 0, 2405, 13.89, [N/A]
dgx03,1786004355.309614509,P0, 0, 2405, 13.89, [N/A]
dgx03,1786004357.336401514,P0, 0, 2405, 13.81, [N/A]
dgx03,1786004359.368820611,P0, 0, 2405, 13.78, [N/A]
dgx03,1786004361.400259531,P0, 0, 2405, 13.82, [N/A]
dgx03,1786004363.432137673,P0, 0, 2405, 13.80, [N/A]
dgx03,1786004365.464432686,P0, 0, 2405, 13.84, [N/A]
dgx03,1786004367.492693950,P0, 0, 2405, 13.82, [N/A]
dgx03,1786004369.520163495,P0, 0, 2405, 13.77, [N/A]
dgx03,1786004371.547764474,P0, 0, 2405, 13.80, [N/A]
dgx03,1786004373.576132690,P0, 0, 2405, 13.79, [N/A]
dgx03,1786004375.603992181,P0, 5, 2405, 19.20, [N/A]
dgx03,1786004377.786142235,P0, 96, 2450, 43.93, [N/A]
dgx03,1786004379.829388087,P0, 96, 2457, 43.94, [N/A]
dgx03,1786004381.874130835,P0, 95, 2457, 43.77, [N/A]
dgx03,1786004383.920996271,P0, 95, 2457, 44.54, [N/A]
dgx03,1786004385.966845495,P0, 96, 2457, 44.64, [N/A]
dgx03,1786004388.001966570,P0, 95, 2457, 50.49, [N/A]
dgx03,1786004390.041563072,P0, 96, 2444, 44.49, [N/A]
dgx03,1786004392.086620213,P0, 95, 2444, 44.93, [N/A]
dgx03,1786004394.133308746,P0, 95, 2444, 44.92, [N/A]
dgx03,1786004396.185419726,P0, 96, 2444, 45.52, [N/A]
dgx03,1786004398.233772860,P0, 95, 2444, 45.23, [N/A]
dgx03,1786004400.276761947,P0, 95, 2444, 59.53, [N/A]
dgx03,1786004402.312473860,P0, 96, 2444, 44.83, [N/A]
dgx03,1786004404.362264707,P0, 95, 2444, 45.22, [N/A]
dgx03,1786004406.419544552,P0, 96, 2444, 45.55, [N/A]
dgx03,1786004408.460477312,P0, 95, 2444, 45.65, [N/A]
dgx03,1786004410.507278885,P0, 96, 2444, 45.59, [N/A]
dgx03,1786004412.552040556,P0, 96, 2444, 57.12, [N/A]
dgx03,1786004414.598826561,P0, 96, 2444, 45.48, [N/A]
dgx03,1786004416.643447944,P0, 95, 2444, 45.75, [N/A]
dgx03,1786004418.690613259,P0, 96, 2444, 46.09, [N/A]
dgx03,1786004420.737385415,P0, 95, 2444, 46.44, [N/A]
dgx03,1786004422.781462344,P0, 95, 2444, 46.20, [N/A]
dgx03,1786004424.824278294,P0, 96, 2444, 49.71, [N/A]
dgx03,1786004426.869535361,P0, 95, 2444, 45.81, [N/A]
dgx03,1786004428.909381100,P0, 96, 2444, 46.17, [N/A]
dgx03,1786004430.945143489,P0, 95, 2444, 46.73, [N/A]
dgx03,1786004432.999912391,P0, 96, 2444, 46.69, [N/A]
dgx03,1786004435.037170996,P0, 95, 2444, 49.92, [N/A]
dgx03,1786004437.073105119,P0, 95, 2444, 46.17, [N/A]
dgx03,1786004439.126094548,P0, 95, 2444, 46.64, [N/A]
dgx03,1786004441.182829519,P0, 95, 2444, 46.88, [N/A]
dgx03,1786004443.221361589,P0, 95, 2444, 47.02, [N/A]
dgx03,1786004445.265887302,P0, 95, 2444, 45.32, [N/A]
