gx10,1786004324.627644243,P0, 0, 2411, 15.35, [N/A]
gx10,1786004326.657455805,P0, 0, 2411, 15.31, [N/A]
gx10,1786004328.688947001,P0, 0, 2411, 15.23, [N/A]
gx10,1786004330.719106212,P0, 0, 2411, 15.19, [N/A]
gx10,1786004332.748805230,P0, 0, 2411, 15.14, [N/A]
gx10,1786004334.781192284,P0, 0, 2411, 15.11, [N/A]
gx10,1786004336.812276504,P0, 0, 2411, 15.07, [N/A]
gx10,1786004338.842601284,P0, 0, 2411, 15.01, [N/A]
gx10,1786004340.871037213,P0, 0, 2411, 14.99, [N/A]
gx10,1786004342.900347047,P0, 0, 2411, 14.94, [N/A]
gx10,1786004344.933096166,P0, 0, 2411, 14.90, [N/A]
gx10,1786004346.964474867,P0, 0, 2411, 14.90, [N/A]
gx10,1786004348.993367726,P0, 0, 2411, 14.86, [N/A]
gx10,1786004351.021082423,P0, 0, 2411, 14.78, [N/A]
gx10,1786004353.051689027,P0, 0, 2411, 14.70, [N/A]
gx10,1786004355.083949586,P0, 0, 2411, 14.71, [N/A]
gx10,1786004357.116170993,P0, 0, 2411, 14.68, [N/A]
gx10,1786004359.144879099,P0, 0, 2411, 14.66, [N/A]
gx10,1786004361.172921781,P0, 0, 2411, 14.63, [N/A]
gx10,1786004363.203290242,P0, 0, 2411, 14.60, [N/A]
gx10,1786004365.235023280,P0, 0, 2411, 14.59, [N/A]
gx10,1786004367.264610924,P0, 0, 2411, 14.57, [N/A]
gx10,1786004369.293705000,P0, 0, 2411, 14.54, [N/A]
gx10,1786004371.321086737,P0, 0, 2411, 14.54, [N/A]
gx10,1786004373.356460885,P0, 0, 2411, 14.50, [N/A]
gx10,1786004375.390748503,P0, 0, 2411, 14.51, [N/A]
gx10,1786004377.422921719,P0, 94, 2496, 51.62, [N/A]
gx10,1786004379.481597754,P0, 96, 2502, 46.62, [N/A]
gx10,1786004381.519343361,P0, 96, 2496, 47.22, [N/A]
gx10,1786004383.566792821,P0, 95, 2496, 47.13, [N/A]
gx10,1786004385.610366260,P0, 95, 2496, 47.44, [N/A]
gx10,1786004387.649944398,P0, 96, 2502, 47.52, [N/A]
gx10,1786004389.701241304,P0, 95, 2496, 47.74, [N/A]
gx10,1786004391.737287358,P0, 94, 2502, 47.60, [N/A]
gx10,1786004393.781627326,P0, 94, 2496, 47.37, [N/A]
gx10,1786004395.831110070,P0, 94, 2476, 47.70, [N/A]
gx10,1786004397.878463786,P0, 96, 2483, 48.06, [N/A]
gx10,1786004399.923794013,P0, 94, 2476, 56.19, [N/A]
gx10,1786004401.970172544,P0, 96, 2483, 48.02, [N/A]
gx10,1786004404.017888694,P0, 96, 2483, 47.92, [N/A]
gx10,1786004406.057229472,P0, 96, 2483, 47.95, [N/A]
gx10,1786004408.123194510,P0, 96, 2476, 47.97, [N/A]
gx10,1786004410.164010603,P0, 96, 2483, 48.28, [N/A]
gx10,1786004412.205280072,P0, 96, 2476, 64.40, [N/A]
gx10,1786004414.256325363,P0, 96, 2483, 47.87, [N/A]
gx10,1786004416.303017735,P0, 96, 2483, 48.21, [N/A]
gx10,1786004418.341804082,P0, 96, 2483, 48.53, [N/A]
gx10,1786004420.385663059,P0, 96, 2483, 48.56, [N/A]
gx10,1786004422.435421836,P0, 96, 2483, 48.98, [N/A]
gx10,1786004424.485504822,P0, 96, 2476, 57.52, [N/A]
gx10,1786004426.526643267,P0, 96, 2483, 48.19, [N/A]
gx10,1786004428.565556527,P0, 96, 2476, 48.63, [N/A]
gx10,1786004430.615002584,P0, 96, 2483, 49.19, [N/A]
gx10,1786004432.654226675,P0, 96, 2483, 49.06, [N/A]
gx10,1786004434.697295860,P0, 96, 2476, 48.81, [N/A]
gx10,1786004436.736181439,P0, 96, 2476, 50.23, [N/A]
gx10,1786004438.787726924,P0, 96, 2476, 49.25, [N/A]
gx10,1786004440.836371316,P0, 96, 2483, 49.23, [N/A]
gx10,1786004442.877437042,P0, 96, 2483, 49.51, [N/A]
gx10,1786004444.917514304,P0, 96, 2483, 49.46, [N/A]
gx10,1786004446.968469899,P0, 96, 2483, 49.32, [N/A]
gx10,1786004449.014306192,P0, 96, 2483, 49.26, [N/A]
gx10,1786004451.064820892,P0, 95, 2476, 49.70, [N/A]
gx10,1786004453.112341555,P0, 95, 2476, 49.88, [N/A]
gx10,1786004455.154516707,P0, 94, 2483, 49.81, [N/A]
gx10,1786004457.207129074,P0, 95, 2483, 49.99, [N/A]
gx10,1786004459.247238064,P0, 94, 2483, 50.34, [N/A]
gx10,1786004461.290111713,P0, 95, 2483, 50.36, [N/A]
gx10,1786004463.341363582,P0, 96, 2476, 49.77, [N/A]
gx10,1786004465.378705897,P0, 94, 2483, 49.87, [N/A]
gx10,1786004467.419722824,P0, 96, 2476, 50.21, [N/A]
gx10,1786004469.458668805,P0, 94, 2483, 50.62, [N/A]
gx10,1786004471.506882878,P0, 95, 2483, 50.41, [N/A]
gx10,1786004473.546733868,P0, 96, 2483, 50.16, [N/A]
gx10,1786004475.587729724,P0, 96, 2483, 50.18, [N/A]
gx10,1786004477.625715096,P0, 96, 2476, 57.42, [N/A]
gx10,1786004479.672236575,P0, 96, 2483, 49.84, [N/A]
gx10,1786004481.718795863,P0, 94, 2483, 50.02, [N/A]
gx10,1786004483.762111610,P0, 96, 2483, 49.67, [N/A]
gx10,1786004485.806187166,P0, 95, 2476, 49.99, [N/A]
gx10,1786004487.852002837,P0, 94, 2476, 49.71, [N/A]
gx10,1786004489.898187228,P0, 96, 2483, 49.73, [N/A]
gx10,1786004491.945026260,P0, 95, 2483, 50.16, [N/A]
gx10,1786004493.985667028,P0, 96, 2483, 50.36, [N/A]
gx10,1786004496.039293301,P0, 96, 2476, 50.53, [N/A]
gx10,1786004498.081097847,P0, 96, 2483, 50.41, [N/A]
gx10,1786004500.122737240,P0, 95, 2476, 50.00, [N/A]
gx10,1786004502.193540896,P0, 96, 2483, 50.73, [N/A]
gx10,1786004504.234821777,P0, 96, 2483, 49.80, [N/A]
gx10,1786004506.275092018,P0, 96, 2483, 49.88, [N/A]
gx10,1786004508.319896968,P0, 96, 2483, 49.99, [N/A]
gx10,1786004510.369937781,P0, 96, 2476, 50.76, [N/A]
gx10,1786004512.410418277,P0, 96, 2483, 50.55, [N/A]
gx10,1786004514.453230297,P0, 95, 2483, 50.40, [N/A]
gx10,1786004516.500410482,P0, 96, 2476, 50.69, [N/A]
gx10,1786004518.541484884,P0, 96, 2476, 65.60, [N/A]
gx10,1786004520.582853430,P0, 95, 2483, 49.76, [N/A]
gx10,1786004522.625419914,P0, 96, 2483, 50.12, [N/A]
gx10,1786004524.675810503,P0, 95, 2476, 50.54, [N/A]
gx10,1786004526.717720602,P0, 96, 2483, 50.37, [N/A]
gx10,1786004528.758432716,P0, 95, 2476, 50.23, [N/A]
gx10,1786004530.800297999,P0, 96, 2476, 50.43, [N/A]
gx10,1786004532.840621136,P0, 96, 2483, 50.58, [N/A]
gx10,1786004534.879515631,P0, 95, 2476, 50.54, [N/A]
gx10,1786004536.919881681,P0, 96, 2483, 51.18, [N/A]
gx10,1786004538.966036458,P0, 95, 2476, 50.75, [N/A]
gx10,1786004541.012219427,P0, 95, 2483, 50.94, [N/A]
gx10,1786004543.058512588,P0, 95, 2483, 50.15, [N/A]
gx10,1786004545.103961332,P0, 96, 2483, 50.81, [N/A]
